"sampleTime","1","2"
"0","1","0"
"1","1","0"
"2","1","0"
"3","0","0"
"4","1","0"
"5","0","0"
"6","0","0"
"7","0","0"
"8","0","0"
"9","0","0"
"10","0","0"
"11","0","0"
"12","1","0"
"13","1","1"
"14","1","1"
"15","1","1"
"16","1","1"
"17","1","2"
"18","1","2"
"19","1","2"
"20","1","2"
"21","1","4"
"22","1","4"
"23","0","2"
"24","0","2"
"25","0","2"
"26","0","2"
"27","0","2"
"28","0","2"
"29","0","1"
"30","0","1"
"31","0","1"
"32","0","1"
"33","0","1"
"34","0","1"
"35","0","1"
"36","0","1"
"37","0","2"
"38","0","2"
"39","1","1"
"40","1","1"
"41","1","1"
"42","1","1"
"43","1","1"
"44","1","0"
"45","1","0"
"46","2","0"
"47","2","0"
"48","2","0"
"49","2","0"
"50","2","0"
"51","2","0"
"52","2","0"
"53","4","1"
"54","4","1"
"55","4","1"
"56","4","1"
"57","4","2"
"58","4","4"
"59","4","4"
"60","3","5"
"61","3","4"
"62","3","5"
"63","5","5"
"64","5","4"
"65","5","4"
"66","5","4"
"67","5","4"
"68","5","4"
"69","5","4"
"70","5","4"
"71","5","4"
"72","5","4"
"73","5","4"
"74","5","3"
"75","5","3"
"76","5","3"
"77","4","3"
"78","4","3"
"79","3","3"
"80","3","3"
"81","3","2"
"82","4","2"
"83","1","2"
"84","1","1"
"85","1","1"
"86","1","0"
"87","1","0"
"88","1","0"
"89","1","0"
"90","0","0"
"91","0","0"
"92","0","0"
"93","0","0"
"94","0","0"
"95","0","0"
